PERMNO,date,PRC,VOL,RET,SHROUT
48347,2020/10/30,34.23,92989,0.0822,45996
48347,2020/11/30,37.04,109348,0.082092,46144
48347,2020/12/31,39.84,88092,0.079374,46144
48347,2021/1/29,38.72,71914,-0.028112,46144
48347,2021/2/26,42.61,111219,0.100465,46297
48347,2021/3/31,42.48,111227,0.000469,46297
48347,2021/4/30,44.46,60687,0.04661,46297
48347,2021/5/28,41.23,64782,-0.069276,46297
48347,2021/6/30,37.04,125368,-0.101625,45212
48347,2021/7/30,33.58,64723,-0.093413,45236
48347,2021/8/31,35.01,94583,0.042585,44323
48347,2021/9/30,32.23,85105,-0.075121,44323
48347,2021/10/29,33.24,53324,0.031337,44323
48347,2021/11/30,33.39,80810,0.004513,43906
48347,2021/12/31,36.31,83052,0.092393,43906
48347,2022/1/31,36.71,71214,0.011016,43906
48347,2022/2/28,29.18,124885,-0.205121,43222
48347,2022/3/31,26.37,135054,-0.090644,43222
48347,2022/4/29,26.28,120047,-0.003413,43222
48347,2022/5/31,25.53,99587,-0.028539,43222
48347,2022/6/30,23.71,153705,-0.064826,43094
48347,2022/7/29,27.87,78749,0.175453,43094
48347,2022/8/31,26.39,88178,-0.053104,43036
48347,2022/9/30,22.57,78222,-0.138499,43036
48347,2022/10/31,24.77,70402,0.097475,43036
48347,2022/11/30,27.23,66155,0.099314,43036
48347,2022/12/30,22.82,79510,-0.155288,43136
48486,2020/1/31,298.20999,354157,0.01987,145548
48486,2020/2/28,293.42999,393535,-0.016029,145548
48486,2020/3/31,240,628464,-0.178169,145156
48486,2020/4/30,255.28,469929,0.063667,145162
48486,2020/5/29,273.67001,501394,0.072039,145162
48486,2020/6/30,323.45999,446512,0.186136,145331
48486,2020/7/31,377.16,355698,0.166017,145331
48486,2020/8/31,336.34,306140,-0.10823,145625
48486,2020/9/30,331.75,442394,-0.009782,144593
48486,2020/10/30,342.07999,313406,0.031138,144009
48486,2020/11/30,452.66,262423,0.323258,144009
48486,2020/12/31,472.26999,297766,0.046194,143205
48486,2021/1/29,483.95001,323012,0.024732,142908
48486,2021/2/26,567.19,306367,0.172001,142908
48486,2021/3/31,595.23999,402108,0.051746,142607
48486,2021/4/30,620.45001,320627,0.042353,142619
48486,2021/5/28,649.84998,315872,0.047385,142619
48486,2021/6/30,650.70001,212647,0.003309,142501
48486,2021/7/30,637.40997,271356,-0.020424,142501
48486,2021/8/31,604.82001,265535,-0.051129,141954
48486,2021/9/30,569.15002,283005,-0.056496,140811
48486,2021/10/29,563.57001,301274,-0.009804,140799
48486,2021/11/30,679.84998,282052,0.206327,140799
48486,2021/12/31,719.15002,267811,0.060013,140275
48486,2022/1/31,589.91998,364324,-0.179698,139500
48486,2022/2/28,561.34998,252154,-0.04843,139500
48486,2022/3/31,537.60999,307502,-0.039619,138707
48486,2022/4/29,465.76001,297742,-0.133647,138715
48486,2022/5/31,520.03003,284689,0.116519,138715
48486,2022/6/30,426.14999,246398,-0.177644,136975
48486,2022/7/29,500.51001,301826,0.174493,136975
48486,2022/8/31,437.91,329740,-0.125072,136988
48486,2022/9/30,366,277827,-0.160273,136374
48486,2022/10/31,404.78,602847,0.105956,136379
48486,2022/11/30,472.38,382083,0.167004,136379
48486,2022/12/30,420.29999,258945,-0.106599,135403
48523,2020/1/31,154.64999,25555,-0.034041,27513
48523,2020/2/28,144.45,34079,-0.065955,27513
48523,2020/3/31,144.64,46375,0.006161,27516
48523,2020/4/30,134.63,37330,-0.069206,27516
48523,2020/5/29,153.46001,39099,0.139865,27516
48523,2020/6/30,154.99001,35385,0.014531,27524
48523,2020/7/31,158.59,20449,0.023227,27524
48523,2020/8/31,177.72,17761,0.120626,27524
48523,2020/9/30,178.8,20806,0.010016,27540
48523,2020/10/30,166.14,19825,-0.070805,27539
48523,2020/11/30,169.33,30292,0.019201,27539
48523,2020/12/31,183.73,26612,0.08947,27547
48523,2021/1/29,174.58,21905,-0.049801,27549
48523,2021/2/26,174.67,15426,0.000516,27549
48523,2021/3/31,175.36,21020,0.008244,27545
48523,2021/4/30,184.71001,17144,0.053319,27545
48523,2021/5/28,186.67,18186,0.010611,27545
48523,2021/6/30,193.50999,21419,0.04066,27531
48523,2021/7/30,197.87,16151,0.022531,27531
48523,2021/8/31,177.24001,19011,-0.10426,27531
48523,2021/9/30,168.81,21978,-0.043331,27530
48523,2021/10/29,170,19375,0.007049,27530
48523,2021/11/30,146.2,20985,-0.14,27530
48523,2021/12/31,165.60001,19101,0.138167,27534
48523,2022/1/31,158.77,22752,-0.041244,27535
48523,2022/2/28,168.21001,17447,0.059457,27535
48523,2022/3/31,149.14999,21905,-0.108555,27524
48523,2022/4/29,155.17999,23568,0.040429,27522
48523,2022/5/31,121.9,30114,-0.214461,27522
48523,2022/6/30,128.78,29088,0.063002,27520
48523,2022/7/29,132.38,32660,0.027955,27520
48523,2022/8/31,168.55,32444,0.273229,27520
48523,2022/9/30,150.28,31392,-0.103649,27554
48523,2022/10/31,180.28,46309,0.199627,27553
48523,2022/11/30,207.14,45537,0.14899,27553
48523,2022/12/30,197.3,35925,-0.043401,27571
50550,2020/1/31,11.26,113017,-0.124417,50279
50550,2020/2/28,14.5,215837,0.287744,50299
50550,2020/3/31,6.72,379503,-0.536552,50299
50550,2020/4/30,7,211043,0.041667,50473
50550,2020/5/29,10.5,243348,0.5,50577
50550,2020/6/30,12.18,143142,0.16,50577
50550,2020/7/31,11.77,78176,-0.033662,50771
50550,2020/8/31,12.55,69712,0.06627,50771
50550,2020/9/30,11.13,67634,-0.113147,50771
50550,2020/10/30,13.51,61883,0.213836,50771
50550,2020/11/30,13.52,82583,0.00074,50827
50550,2020/12/31,12.95,75110,-0.04216,50827
50550,2021/1/29,14.9,76112,0.150579,50827
50550,2021/2/26,14.7,72659,-0.013423,50914
50550,2021/3/31,18.95,90316,0.289116,50914
50550,2021/4/30,16.1,45918,-0.150396,50923
50550,2021/5/28,15.48,52990,-0.038509,50938
50550,2021/6/30,13.85,97019,-0.105297,50938
50550,2021/7/30,14.07,54314,0.015884,50938
50550,2021/8/31,14.42,58146,0.024876,51072
50550,2021/9/30,12.98,55438,-0.099861,51072
50550,2021/10/29,13.62,42292,0.049307,51072
50550,2021/11/30,12.86,80643,-0.0558,51072
50550,2021/12/31,12.37,58610,-0.038103,51072
50550,2022/1/31,11.9,72170,-0.037995,51072
50550,2022/2/28,9.8,66541,-0.176471,51096
50550,2022/3/31,10.8,73743,0.102041,51096
50550,2022/4/29,9.27,43340,-0.141667,51111
50550,2022/5/31,10.14,58504,0.093851,51200
50550,2022/6/30,8.78,53634,-0.134122,51200
50550,2022/7/29,9.08,39488,0.034169,51200
50550,2022/8/31,6.78,94000,-0.253304,51358
50550,2022/9/30,5.52,89449,-0.185841,51358
50550,2022/10/31,7.42,65770,0.344203,51358
50550,2022/11/30,7.15,78515,-0.036388,51485
50550,2022/12/30,7.55,69022,0.055944,51485
50948,2020/1/31,48.19,74697,-0.089036,65758
50948,2020/2/28,39.49,84227,-0.180535,65758
50948,2020/3/31,37.5,202025,-0.050393,65795
50948,2020/4/30,45.24,97631,0.2064,65132
50948,2020/5/29,53.18,88698,0.175508,65151
50948,2020/6/30,52.22,128329,-0.018052,65151
50948,2020/7/31,55.73,74209,0.067216,65020
50948,2020/8/31,58.65,106739,0.052396,65162
50948,2020/9/30,52.96,121448,-0.097016,65162
50948,2020/10/30,54.89,67181,0.036443,64966
50948,2020/11/30,67.47,71800,0.229186,65003
50948,2020/12/31,72.09,81424,0.068475,65003
50948,2021/1/29,70.95,85984,-0.015814,65098
50948,2021/2/26,73.31,53364,0.033263,65098
50948,2021/3/31,69,99429,-0.058791,65240
50948,2021/4/30,67.74,53242,-0.018261,64898
50948,2021/5/28,63,81901,-0.069973,64926
50948,2021/6/30,68.8,122124,0.092064,64926
50948,2021/7/30,61.91,61307,-0.100145,64397
50948,2021/8/31,69.92,64632,0.129381,64397
50948,2021/9/30,77.97,119404,0.115132,64397
50948,2021/10/29,85.03,56990,0.090548,64399
50948,2021/11/30,85.67,62618,0.007527,64437
50948,2021/12/31,88.93,82202,0.038053,64437
50948,2022/1/31,71.1,88666,-0.200495,64099
50948,2022/2/28,69.38,76596,-0.024191,64099
50948,2022/3/31,69.34,98097,-0.000577,64106
50948,2022/4/29,59.6,93935,-0.140467,63467
50948,2022/5/31,64.09,77746,0.075336,63478
50948,2022/6/30,54.97,107818,-0.1423,63478
50948,2022/7/29,62.33,75237,0.133891,63516
50948,2022/8/31,46.19,241851,-0.258944,63516
50948,2022/9/30,29.41,278840,-0.363282,63516
50948,2022/10/31,27.69,306155,-0.058483,63838
50948,2022/11/30,30.74,187604,0.110148,63838
50948,2022/12/30,28.69,368338,-0.066688,63838
52038,2020/1/31,82.14,486480,-0.034487,510227
52038,2020/2/28,66.65,581827,-0.18858,508509
52038,2020/3/31,45.63,2062278,-0.315379,508509
52038,2020/4/30,56.27,1285859,0.243042,508509
52038,2020/5/29,55.16,1006897,-0.019726,507618
52038,2020/6/30,54.66,1022626,-0.009065,507618
52038,2020/7/31,52.85,600434,-0.024881,507618
52038,2020/8/31,60.14,714272,0.137938,508536
52038,2020/9/30,62.22,645911,0.034586,508536
52038,2020/10/30,55.31,557468,-0.103825,509093
52038,2020/11/30,71.29,653201,0.288917,509359
52038,2020/12/31,74.26,627224,0.041661,509359
52038,2021/1/29,71.51,500042,-0.030972,509359
52038,2021/2/26,79.63,459522,0.11355,510412
52038,2021/3/31,78.74,537655,-0.005526,510412
52038,2021/4/30,84.73,350393,0.076073,510412
52038,2021/5/28,81,500205,-0.044022,511582
52038,2021/6/30,77.75,509689,-0.040123,511582
52038,2021/7/30,74.2,518873,-0.039614,511582
52038,2021/8/31,79.65,501725,0.07345,512082
52038,2021/9/30,78.5,461654,-0.008537,512082
52038,2021/10/29,76.9,438193,-0.020382,512275
52038,2021/11/30,70.04,516977,-0.089207,512656
52038,2021/12/31,78.55,620599,0.121502,512656
52038,2022/1/31,78.15,524182,0.000891,512656
52038,2022/2/28,87.1,520529,0.114523,507447
52038,2022/3/31,81.65,598436,-0.057176,507447
52038,2022/4/29,85.48,472191,0.046908,507447
52038,2022/5/31,84.18,566974,-0.015208,509476
52038,2022/6/30,84.71,435527,0.012117,509476
52038,2022/7/29,84.9,479002,0.002243,509476
52038,2022/8/31,82.22,481357,-0.031567,506110
52038,2022/9/30,70.71,439468,-0.13999,506110
52038,2022/10/31,86.56,584739,0.231085,506758
52038,2022/11/30,86.51,533388,-0.000578,506768
52038,2022/12/30,76.45,444131,-0.116287,506768
52898,2020/1/31,51.94,278767,0.106519,215841
52898,2020/2/28,43.01,266767,-0.167418,215841
52898,2020/3/31,40.7,411693,-0.053708,223308
52898,2020/4/30,41.79,192061,0.026781,244969
52898,2020/5/29,43.76,236800,0.052747,245041
52898,2020/6/30,42.24,316286,-0.034735,245041
52898,2020/7/31,45.35,178345,0.073627,245041
52898,2020/8/31,42.5,262777,-0.057316,245155
52898,2020/9/30,40.25,275548,-0.052941,245155
52898,2020/10/30,41.2,259742,0.023603,245155
52898,2020/11/30,45.28,203360,0.105114,245272
52898,2020/12/31,47.29,209652,0.044391,245272
52898,2021/1/29,46.3,237134,-0.020935,245272
52898,2021/2/26,42.06,179358,-0.086162,245272
52898,2021/3/31,44.75,295425,0.063956,245614
52898,2021/4/30,47.13,195015,0.053184,245637
52898,2021/5/28,47.8,143679,0.019535,245643
52898,2021/6/30,45.7,160636,-0.043933,245735
52898,2021/7/30,49.12,139451,0.074836,245735
52898,2021/8/31,49.63,207057,0.015843,245757
52898,2021/9/30,46.08,213534,-0.071529,245757
52898,2021/10/29,47.07,156145,0.021484,245757
52898,2021/11/30,47.27,162213,0.009947,252743
52898,2021/12/31,53.69,244360,0.135815,252743
52898,2022/1/31,48.74,224709,-0.092196,252743
52898,2022/2/28,47.11,262720,-0.02794,252743
52898,2022/3/31,51.13,254561,0.085332,253014
52898,2022/4/29,44.76,215190,-0.124584,253014
52898,2022/5/31,46.26,288163,0.039504,262068
52898,2022/6/30,45.85,224622,-0.008863,262068
52898,2022/7/29,51.94,186193,0.132824,262068
52898,2022/8/31,49.15,201973,-0.04819,262171
52898,2022/9/30,41.38,283513,-0.158087,262171
52898,2022/10/31,44.22,276400,0.068632,262171
52898,2022/11/30,48.24,213874,0.097399,262291
52898,2022/12/30,47.73,212091,-0.010572,262291
52978,2020/1/31,101.87,206924,-0.028975,136863
52978,2020/2/28,77.25,335754,-0.241681,136877
52978,2020/3/31,71.55,528192,-0.073786,137007
52978,2020/4/30,72.21,322293,0.018728,137011
52978,2020/5/29,73.51,225628,0.018003,137011
52978,2020/6/30,74.95,254377,0.019589,137022
52978,2020/7/31,72.76,230197,-0.020147,137023
52978,2020/8/31,78.94,135411,0.084937,137023
52978,2020/9/30,82.72,202691,0.047884,137030
52978,2020/10/30,82.72,235402,0.008221,137031
52978,2020/11/30,93.03,171721,0.124637,137031
52978,2020/12/31,93.54,207394,0.005482,137307
52978,2021/1/29,93.82,150914,0.002993,137307
52978,2021/2/26,93.71,205349,0.006075,137352
52978,2021/3/31,96.12,210426,0.025718,137563
52978,2021/4/30,99.45,191417,0.041719,137569
52978,2021/5/28,95.97,127504,-0.034992,137569
52978,2021/6/30,94.52,144164,-0.015109,137669
52978,2021/7/30,99.44,190764,0.059247,137683
52978,2021/8/31,98.31,111229,-0.011364,137683
52978,2021/9/30,89.22,123435,-0.092463,137947
52978,2021/10/29,95.76,216236,0.080924,137947
52978,2021/11/30,96.91,139400,0.012009,137947
52978,2021/12/31,101.78,156377,0.050253,138221
52978,2022/1/31,92.48,228496,-0.084692,138221
52978,2022/2/28,97.05,263187,0.049416,138960
52978,2022/3/31,81.92,308622,-0.155899,139442
52978,2022/4/29,88.06,263926,0.083496,139442
52978,2022/5/31,89.75,247536,0.019191,139442
52978,2022/6/30,81.88,175954,-0.087688,138087
52978,2022/7/29,78.72,284012,-0.030044,138091
52978,2022/8/31,78.82,180398,0.00127,138091
52978,2022/9/30,67.42,202426,-0.144633,138108
52978,2022/10/31,65.25,376100,-0.021804,138114
52978,2022/11/30,62.82,347581,-0.037241,138114
52978,2022/12/30,61.01,378077,-0.028813,138180
53225,2020/1/31,549.21997,5791,-0.140487,4350
53225,2020/2/28,502.88,6742,-0.081734,4348
53225,2020/3/31,341.17001,10598,-0.321568,4284
53225,2020/4/30,390.01001,7974,0.147405,4284
53225,2020/5/29,358.23001,9802,-0.081485,4274
53225,2020/6/30,342.67001,9928,-0.043436,4274
53225,2020/7/31,398.37,7995,0.166778,4274
53225,2020/8/31,427.95001,5127,0.074253,4148
53225,2020/9/30,404.10999,6891,-0.055708,4094
53225,2020/10/30,380.34,4515,-0.055232,4094
53225,2020/11/30,447.01999,4992,0.175317,4042
53225,2020/12/31,533.38,6831,0.193191,4042
53225,2021/1/29,568.10999,4217,0.065113,4042
53225,2021/2/26,600.83002,3330,0.060252,4038
53225,2021/3/31,562.44,4570,-0.063895,4038
53225,2021/4/30,635.60999,4064,0.132779,4038
53225,2021/5/28,662.53998,3319,0.042369,4038
53225,2021/6/30,633.90002,9635,-0.043228,4038
53225,2021/7/30,664.65997,5550,0.050907,4038
53225,2021/8/31,616.81,4029,-0.071992,4037
53225,2021/9/30,589.15997,4089,-0.044827,4037
53225,2021/10/29,585.84998,2997,-0.003055,4037
53225,2021/11/30,566.52002,3275,-0.032995,3989
53225,2021/12/31,629.83002,4078,0.111752,3989
53225,2022/1/31,595.12,5758,-0.05511,3989
53225,2022/2/28,601.13,4359,0.012754,3989
53225,2022/3/31,611.46997,4097,0.017201,3989
53225,2022/4/29,592.37,3327,-0.028652,3989
53225,2022/5/31,613.02002,4731,0.03486,3918
53225,2022/6/30,566.84003,3985,-0.075332,3918
53225,2022/7/29,594.48999,2286,0.051567,3918
53225,2022/8/31,565.42999,2962,-0.048882,3918
53225,2022/9/30,537.97998,3397,-0.048547,3918
53225,2022/10/31,623.87,2881,0.16259,3918
53225,2022/11/30,643.67999,3940,0.031753,3918
53225,2022/12/30,604.21002,5836,-0.061319,3918
53613,2020/1/31,53.09,5110868,-0.01283,1110874
53613,2020/2/28,52.56,5110080,-0.009983,1112000
53613,2020/3/31,42.06,8256294,-0.199772,1112186
53613,2020/4/30,47.89,5951627,0.138611,1110874
53613,2020/5/29,47.91,4928113,0.000418,1112000
53613,2020/6/30,51.52,5184491,0.07535,1110998
53613,2020/7/31,50.055,4026703,-0.028436,1110998
53613,2020/8/31,45.51,3902937,-0.0908,1110998
53613,2020/9/30,46.96,4536710,0.031861,1113000
53613,2020/10/30,50.34,3507396,0.071976,1113222
53613,2020/11/30,64.09,3244574,0.273143,1116909
53613,2020/12/31,75.18,3586487,0.173038,1113222
53613,2021/1/29,78.27,4199074,0.041101,1118671
53613,2021/2/26,91.53,2985647,0.169414,1118671
53613,2021/3/31,88.21,5431251,-0.036272,1121416
53613,2021/4/30,86.07,4133168,-0.02426,1121416
53613,2021/5/28,84.14,3651393,-0.022424,1121416
53613,2021/6/30,84.98,4205890,0.009983,1125754
53613,2021/7/30,77.58,3994823,-0.087079,1125754
53613,2021/8/31,73.7,5037965,-0.050013,1125754
53613,2021/9/30,70.98,3670364,-0.035549,1119000
53613,2021/10/29,69.1,3494936,-0.026486,1119000
53613,2021/11/30,84,4040436,0.21563,1120170
53613,2021/12/31,93.15,4574006,0.110119,1120000
53613,2022/1/31,82.27,4295662,-0.116801,1119777
53613,2022/2/28,88.86,3898351,0.080102,1119777
53613,2022/3/31,77.89,6454749,-0.123453,1116667
53613,2022/4/29,68.19,4088423,-0.123251,1116667
53613,2022/5/31,73.84,3644555,0.082857,1116667
53613,2022/6/30,55.28,3889963,-0.251354,1103145
53613,2022/7/29,61.86,3743282,0.121111,1103145
53613,2022/8/31,56.53,3207107,-0.086162,1103145
53613,2022/9/30,50.1,4189115,-0.113745,1087169
53613,2022/10/31,54.1,4308444,0.082136,1087169
53613,2022/11/30,57.65,3201218,0.065619,1090893
53613,2022/12/30,49.98,3480613,-0.131049,1091177
54148,2020/1/31,44.65,791387,0.150773,269975
54148,2020/2/28,40.2,648951,-0.099664,269975
54148,2020/3/31,22.32,1405986,-0.441791,269480
54148,2020/4/30,28.27,1122734,0.266577,268149
54148,2020/5/29,33.97,823229,0.201627,268149
54148,2020/6/30,34.03,810246,0.005299,268149
54148,2020/7/31,43.6,807804,0.281222,268178
54148,2020/8/31,44.59,513443,0.022706,268178
54148,2020/9/30,46.29,522972,0.040816,268178
54148,2020/10/30,40.76,623307,-0.119464,268094
54148,2020/11/30,43.63,601059,0.070412,268094
54148,2020/12/31,43.12,650275,-0.00848,268094
54148,2021/1/29,43.5,686387,0.008813,268094
54148,2021/2/26,45.11,532624,0.037012,265894
54148,2021/3/31,52.44,710822,0.165595,264476
54148,2021/4/30,59.12,583282,0.127384,264476
54148,2021/5/28,57.79,575363,-0.022497,264476
54148,2021/6/30,54.57,658314,-0.053296,264476
54148,2021/7/30,54.87,495722,0.005498,259524
54148,2021/8/31,53.86,413097,-0.018407,259524
54148,2021/9/30,45.92,595910,-0.14482,259524
54148,2021/10/29,48.08,477167,0.047038,253186
54148,2021/11/30,50.03,470690,0.040557,253186
54148,2021/12/31,57.16,502603,0.145513,253186
54148,2022/1/31,52.69,605060,-0.078202,253186
54148,2022/2/28,49.66,662179,-0.057506,253186
54148,2022/3/31,41.9,616243,-0.153242,241425
54148,2022/4/29,41.76,572025,-0.003341,241425
54148,2022/5/31,45.26,716004,0.083812,237627
54148,2022/6/30,39.63,586773,-0.121078,237627
54148,2022/7/29,43.62,505904,0.100681,237627
54148,2022/8/31,40.66,423868,-0.067859,231498
54148,2022/9/30,37.5,547454,-0.074029,231498
54148,2022/10/31,39.99,535470,0.0664,227820
54148,2022/11/30,44.78,521204,0.11978,227820
54148,2022/12/30,45.53,393365,0.020322,227820
54704,2020/1/31,7.03,51622,-0.087013,50797
54704,2020/2/28,7.46,80400,0.061166,50808
54704,2020/3/31,3.25,127602,-0.564343,50808
54704,2020/4/30,4.63,86002,0.424615,50808
54704,2020/5/29,5.35,113921,0.155508,50823
54704,2020/6/30,5.52,123296,0.031776,50823
54704,2020/7/31,5.44,66084,-0.014493,50823
54704,2020/8/31,6.77,78391,0.244485,51148
54704,2020/9/30,6.25,65516,-0.076809,51148
54704,2020/10/30,6.4,58769,0.024,51148
54704,2020/11/30,10.92,123370,0.70625,51148
54704,2020/12/31,12.56,98190,0.150183,51148
54704,2021/1/29,12.55,71915,-0.000796,51148
54704,2021/2/26,13.87,67728,0.105179,51421
54704,2021/3/31,14.77,101212,0.064888,51421
54704,2021/4/30,16.28,50638,0.102234,51421
54704,2021/5/28,17.59,67172,0.080467,51421
54704,2021/6/30,16.59,65557,-0.05685,51627
54704,2021/7/30,16.73,64954,0.008439,51627
54704,2021/8/31,12.44,76601,-0.256426,51753
54704,2021/9/30,11.33,71754,-0.089228,51753
54704,2021/10/29,11,74176,-0.029126,51753
54704,2021/11/30,10.36,92204,-0.058182,51854
54704,2021/12/31,10.09,56464,-0.026062,51854
54704,2022/1/31,9.15,44690,-0.093162,51854
54704,2022/2/28,10.1,58008,0.103825,51914
54704,2022/3/31,9.01,49474,-0.107921,51914
54704,2022/4/29,7.9,38885,-0.123196,51914
54704,2022/5/31,11.82,70645,0.496202,51914
54704,2022/6/30,10.53,67686,-0.109137,51971
54704,2022/7/29,13.12,44788,0.245964,51973
54704,2022/8/31,14.98,100163,0.141768,52011
54704,2022/9/30,12.94,71805,-0.136182,52011
54704,2022/10/31,17.92,72453,0.384853,52011
54704,2022/11/30,21.17,105595,0.181362,52099
54704,2022/12/30,19.86,78593,-0.06188,52099
55993,2020/1/31,29.4,16130,0.00034,18483
55993,2020/2/28,20.34,53960,-0.308163,18483
55993,2020/3/31,15.17,32202,-0.254179,18353
55993,2020/4/30,20.04,25508,0.321028,18346
55993,2020/5/29,22.72,16808,0.133732,18346
55993,2020/6/30,23.39,19349,0.029489,18347
55993,2020/7/31,26.38,13563,0.127832,18347
55993,2020/8/31,24.91,11780,-0.055724,18347
55993,2020/9/30,23.5,20910,-0.056604,18347
55993,2020/10/30,24.12,13085,0.026383,18347
55993,2020/11/30,30.5,14592,0.264511,18347
55993,2020/12/31,26.22,39748,-0.140328,18347
55993,2021/1/29,25.92,14755,-0.011442,18347
55993,2021/2/26,31.13,19753,0.201003,18347
55993,2021/3/31,34.83,24502,0.118856,18350
55993,2021/4/30,33.31,10008,-0.043641,18350
55993,2021/5/28,32.54,10041,-0.023116,18351
55993,2021/6/30,36.37,15680,0.117701,18351
55993,2021/7/30,35.35,6268,-0.028045,18351
55993,2021/8/31,39.13,7727,0.106931,18351
55993,2021/9/30,43.08,13912,0.100946,18354
55993,2021/10/29,47.96,11754,0.113278,18354
55993,2021/11/30,46.47,13332,-0.031068,18356
55993,2021/12/31,49.98,14235,0.075533,18356
55993,2022/1/31,20.79,30724,-0.168067,36712
55993,2022/2/28,20.39,32929,-0.01924,36732
55993,2022/3/31,20.52,21616,0.006376,36734
55993,2022/4/29,17.5,15169,-0.147174,36734
55993,2022/5/31,19.61,22009,0.120571,36734
55993,2022/6/30,20.59,20176,0.049974,36734
55993,2022/7/29,25.66,29083,0.246236,36734
55993,2022/8/31,29.66,43405,0.155885,36734
55993,2022/9/30,29.08,46171,-0.019555,36743
55993,2022/10/31,28.42,46256,-0.022696,36743
55993,2022/11/30,26.38,51541,-0.07178,36745
55993,2022/12/30,27.48,39274,0.041698,36746
56573,2020/1/31,174.98,283543,-0.025887,321406
56573,2020/2/28,167.78,250770,-0.041148,318864
56573,2020/3/31,142.12,593833,-0.146561,317517
56573,2020/4/30,162.5,322933,0.1434,317517
56573,2020/5/29,172.46001,281571,0.061292,315932
56573,2020/6/30,174.85001,331802,0.020063,315932
56573,2020/7/31,184.99001,218143,0.057993,315932
56573,2020/8/31,197.55,168921,0.067896,316163
56573,2020/9/30,193.21001,219381,-0.016198,316163
56573,2020/10/30,195.88,207908,0.013819,316520
56573,2020/11/30,211.09,227426,0.07765,316520
56573,2020/12/31,203.88,237560,-0.028755,316520
56573,2021/1/29,194.21001,190270,-0.04743,316520
56573,2021/2/26,202.17999,207137,0.041038,316662
56573,2021/3/31,221.52,298720,0.101296,316480
56573,2021/4/30,230.46001,218430,0.040358,316480
56573,2021/5/28,231.75999,191451,0.005641,315883
56573,2021/6/30,223.56,217405,-0.030463,315883
56573,2021/7/30,226.67,167332,0.013911,315883
56573,2021/8/31,232.86,156663,0.027308,314968
56573,2021/9/30,206.63,208510,-0.107404,314968
56573,2021/10/29,227.87,197795,0.102792,313881
56573,2021/11/30,232.14999,203391,0.018783,313881
56573,2021/12/31,246.8,201442,0.068361,313881
56573,2022/1/31,233.92,203568,-0.052188,313881
56573,2022/2/28,216.34,249176,-0.075154,312927
56573,2022/3/31,209.39999,242873,-0.02644,311900
56573,2022/4/29,197.11,208348,-0.058691,311900
56573,2022/5/31,208.07001,291830,0.055604,311443
56573,2022/6/30,182.25,219677,-0.118229,311443
56573,2022/7/29,207.75999,195097,0.139973,311443
56573,2022/8/31,194.83,235694,-0.062235,309622
56573,2022/9/30,180.64999,262645,-0.066058,309622
56573,2022/10/31,213.53,275728,0.182009,307186
56573,2022/11/30,227.47,219467,0.065284,307186
56573,2022/12/30,220.3,204500,-0.025762,307186
60506,2020/1/31,74.21,371195,-0.06182,346353
60506,2020/2/28,66.9,413309,-0.094192,346392
60506,2020/3/31,61.13,643058,-0.086248,345700
60506,2020/4/30,69.23,497052,0.132505,345727
60506,2020/5/29,73.86,406419,0.071501,345727
60506,2020/6/30,74.85,351177,0.013404,345800
60506,2020/7/31,85.08,434533,0.136673,346149
60506,2020/8/31,85.84,295500,0.012694,346149
60506,2020/9/30,85.28,343405,-0.006524,346300
60506,2020/10/30,85.38,355530,0.001173,346440
60506,2020/11/30,87.06,287606,0.023425,346440
60506,2020/12/31,86.28,290171,-0.000919,346600
60506,2021/1/29,91.22,432641,0.057255,346937
60506,2021/2/26,90.99,345091,0.000987,346937
60506,2021/3/31,92.92,423946,0.021211,347180
60506,2021/4/30,89.88,386922,-0.032716,347156
60506,2021/5/28,91.56,343443,0.022474,347156
60506,2021/6/30,89.25,370239,-0.025229,347180
60506,2021/7/30,82.99,410309,-0.07014,347173
60506,2021/8/31,81.87,524031,-0.009399,347173
60506,2021/9/30,78.92,565795,-0.036033,347180
60506,2021/10/29,89.62,404111,0.13558,347177
60506,2021/11/30,83.42,335256,-0.065387,347177
60506,2021/12/31,88.26,392563,0.076001,347300
60506,2022/1/31,92.99,413950,0.053592,347572
60506,2022/2/28,91.81,302674,-0.009033,347675
60506,2022/3/31,88.07,422571,-0.040736,347680
60506,2022/4/29,83.05,400820,-0.057,347683
60506,2022/5/31,86.84,387509,0.049729,347683
60506,2022/6/30,82.34,403637,-0.051819,347680
60506,2022/7/29,91.52,391459,0.111489,347719
60506,2022/8/31,87.51,348566,-0.0401,347719
60506,2022/9/30,83.69,367945,-0.043652,347780
60506,2022/10/31,96.83,426582,0.157008,347768
60506,2022/11/30,105.91,448767,0.097594,347768
60506,2022/12/30,98.97,436599,-0.03909,347768
60871,2020/1/31,109.75,430393,-0.076489,368220
60871,2020/2/28,109.05,524806,-0.000729,368220
60871,2020/3/31,89.65,976168,-0.1779,368220
60871,2020/4/30,109.6,569035,0.222532,368220
60871,2020/5/29,112.95,478199,0.036223,368425
60871,2020/6/30,122.64,519839,0.08579,368425
60871,2020/7/31,114.85,828280,-0.063519,369166
60871,2020/8/31,116.88,659668,0.023074,369166
60871,2020/9/30,116.74,675147,-0.001198,369166
60871,2020/10/30,118.53,652571,0.015333,369485
60871,2020/11/30,139.08,601197,0.173374,369485
60871,2020/12/31,147.73,488681,0.066652,369485
